icao24,callsign,country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate
a0f57e,N161B   ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,1.5077,41.2917,6858.0,False,154.17,305.49,13.66
440da5,EJU47ML ,Austria,2026-01-28 20:12:10,2026-01-28 20:12:10,6.8739,50.7984,11277.6,False,241.49,54.89,0.33
39de50,TVF78YY ,France,2026-01-28 20:12:10,2026-01-28 20:12:10,-6.684,43.878,10980.42,False,240.89,37.8,-0.33
39de53,TVF4623 ,France,2026-01-28 20:12:09,2026-01-28 20:12:09,0.8601,41.4711,11582.4,False,211.71,22.58,-0.33
a305fd,SKW3735 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-122.6751,46.0845,6705.6,False,193.17,350.19,0.0
a678e5,JTZ516  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-77.4549,38.9687,,True,5.14,289.69,
39de54,TVF67KL ,France,2026-01-28 20:12:10,2026-01-28 20:12:10,4.6296,47.5735,8298.18,False,216.53,313.36,-4.88
e49405,GLO1974 ,Brazil,2026-01-28 20:11:11,2026-01-28 20:11:18,-39.3479,-4.6749,7109.46,False,213.42,15.38,-9.43
aa56d8,UAL2637 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-85.7484,42.7882,2247.9,False,149.19,90.0,-7.48
a34230,EJA309  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-76.099,38.0455,10363.2,False,187.68,209.02,0.0
ad06b6,CXK567  ,United States,2026-01-28 20:12:05,2026-01-28 20:12:06,-83.954,33.9802,,True,3.6,14.06,
a34e6a,ENY3612 ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-87.3807,41.8794,1546.86,False,94.86,36.62,-6.18
4b1809,SWR2252 ,Switzerland,2026-01-28 20:12:09,2026-01-28 20:12:09,8.5599,47.4516,,True,0.0,185.62,
ad4f0b,DAL3014 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:10,-81.8123,32.3579,5783.58,False,192.25,280.02,12.68
0d0c02,VIV9386 ,Mexico,2026-01-28 20:12:02,2026-01-28 20:12:02,-98.8936,20.2114,5516.88,False,199.16,1.48,18.86
a4b20f,N401TP  ,United States,2026-01-28 20:12:08,2026-01-28 20:12:09,-112.7929,33.4438,716.28,False,69.5,214.75,1.3
801647,IGO1231 ,India,2026-01-28 20:11:56,2026-01-28 20:12:07,49.9303,27.2041,9791.7,False,200.31,320.63,-4.55
801648,IGO077  ,India,2026-01-28 20:12:01,2026-01-28 20:12:06,75.9849,13.9316,10119.36,False,219.33,289.45,4.23
c047b3,ADS237  ,Canada,2026-01-28 20:12:08,2026-01-28 20:12:09,-74.1354,70.5778,12192.0,False,224.85,256.5,0.33
a52bbb,N432NC  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-83.6893,43.4332,632.46,False,39.15,273.01,1.63
a665bd,N511GA  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-83.8706,31.6324,1645.92,False,122.02,250.8,-6.5
a665be,N511GB  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:10,-96.8158,32.5836,9144.0,False,183.67,166.39,0.0
408111,LOG31AW ,United Kingdom,2026-01-28 20:12:09,2026-01-28 20:12:09,-3.3032,55.0778,5181.6,False,140.28,167.29,-0.33
acdfa6,AAL2319 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-102.9732,37.1698,9753.6,False,207.38,246.61,0.0
ab63b4,WSN6    ,United States,2026-01-28 20:11:32,2026-01-28 20:11:33,-117.6938,34.6637,2476.5,False,90.57,268.7,0.0
ac4963,DAL2167 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-120.8737,45.4866,8001.0,False,188.88,274.53,-10.73
aaef60,AAL2920 ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-84.9131,38.6144,10965.18,False,182.89,356.94,0.33
a3b88e,AAL3312 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-108.075,38.4159,10668.0,False,274.26,69.7,-0.33
4952ca,TAP440  ,Portugal,2026-01-28 20:12:10,2026-01-28 20:12:10,-1.3903,47.0118,10980.42,False,235.04,34.84,-0.33
00b22e,SAA366  ,South Africa,2026-01-28 20:09:02,2026-01-28 20:09:02,28.2413,-26.1869,1737.36,False,78.65,15.95,-4.23
4952cc,TAP67NP ,Portugal,2026-01-28 20:12:09,2026-01-28 20:12:10,1.0295,48.8406,11582.4,False,238.46,39.05,0.0
7c6b38,JST202  ,Australia,2026-01-28 20:12:09,2026-01-28 20:12:09,151.3899,-33.9651,2186.94,False,151.93,277.2,-3.9
a282e5,MXY606  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-101.0678,37.5529,11277.6,False,253.3,108.1,0.0
7c6b37,JST500  ,Australia,2026-01-28 20:12:09,2026-01-28 20:12:09,149.6813,-34.6383,6400.8,False,216.61,54.08,0.0
4952cd,TAP442  ,Portugal,2026-01-28 20:12:10,2026-01-28 20:12:10,-7.9523,39.6494,9166.86,False,252.61,43.02,4.23
4952ce,TAP58Y  ,Portugal,2026-01-28 20:12:10,2026-01-28 20:12:10,-3.7952,45.3762,11574.78,False,209.78,10.46,0.33
7c6b36,JST504  ,Australia,2026-01-28 20:12:07,2026-01-28 20:12:10,144.8468,-37.6746,,True,0.0,264.38,
7c6b35,JST295  ,Australia,2026-01-28 20:12:09,2026-01-28 20:12:09,171.7279,-42.3004,10363.2,False,224.21,204.68,0.0
a10e8b,UAL1574 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-91.0444,33.4045,11887.2,False,265.16,84.43,0.0
a2cbaf,N28AN   ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-150.5662,60.9675,1188.72,False,63.31,46.32,-1.3
ace6b4,N930LS  ,United States,2026-01-28 20:12:08,2026-01-28 20:12:08,-91.4289,36.6208,12192.0,False,267.45,198.16,0.33
a3a578,00000000,United States,2026-01-28 20:12:09,2026-01-28 20:12:10,-95.7085,40.354,13716.0,False,189.53,248.17,0.0
7c6b19,JST501  ,Australia,2026-01-28 20:12:09,2026-01-28 20:12:10,144.8059,-37.4928,1028.7,False,83.5,176.47,-1.95
7c6b0c,JST603  ,Australia,2026-01-28 20:12:10,2026-01-28 20:12:10,145.639,-37.4472,6880.86,False,193.95,243.71,-11.05
a23565,TRF50   ,United States,2026-01-28 20:12:08,2026-01-28 20:12:08,-96.0457,30.2962,1242.06,False,48.98,72.9,1.3
7c6b0b,JST287  ,Australia,2026-01-28 20:12:09,2026-01-28 20:12:10,173.753,-42.5787,7132.32,False,198.63,214.55,-4.88
a23563,N241TD  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-118.254,33.597,1127.76,False,48.64,107.86,0.0
ae26b2,C6592   ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-122.3161,47.8889,350.52,False,54.15,321.17,1.3
ae1fba,NUKED72 ,United States,2026-01-28 20:12:08,2026-01-28 20:12:08,-85.6323,31.8978,563.88,False,49.6,95.36,-2.6
ab76f8,N838KE  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-80.0531,27.2352,716.28,False,98.4,173.4,-6.18
a7e8bf,ASA64   ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-148.3168,61.2036,8999.22,False,205.14,108.12,8.45
a1befc,UAL384  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-111.7467,39.2697,9144.0,False,192.11,259.35,0.0
a6aecd,N53HK   ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-119.3515,34.3268,1889.76,False,120.59,297.99,0.0
aa69db,ENY3352 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-85.6679,41.9048,9974.58,False,270.74,97.31,4.88
a4c558,N4060W  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-118.3258,33.7144,342.9,False,51.35,114.25,0.0
80160f,IGO085  ,India,2026-01-28 20:11:46,2026-01-28 20:11:46,56.5366,24.9632,10363.2,False,190.65,284.37,0.0
80160d,AXB1121 ,India,2026-01-28 20:12:06,2026-01-28 20:12:07,77.155,28.528,502.92,False,63.89,283.03,-3.25
aaa6dd,AAL60   ,United States,2026-01-28 20:10:57,2026-01-28 20:10:57,-97.046,32.8996,,True,1.54,112.5,
a6eb12,LXJ545  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-94.5019,43.0235,13106.4,False,268.12,178.46,0.0
4b181b,SWR736  ,Switzerland,2026-01-28 20:12:10,2026-01-28 20:12:10,7.8144,47.3737,5295.9,False,205.52,283.17,13.66
4b181c,SWR9EX  ,Switzerland,2026-01-28 20:12:10,2026-01-28 20:12:10,10.5605,47.6007,9151.62,False,250.65,282.32,-5.2
aaa6de,N786AP  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-97.106,36.7034,6598.92,False,139.45,1.27,-7.8
a46e40,DAL322  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:10,-78.5834,38.2161,9745.98,False,193.85,232.77,0.33
a1fb33,MXY717  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-71.6508,41.2201,2286.0,False,146.89,50.4,-5.53
a8e39a,ERU72   ,United States,2026-01-28 20:12:07,2026-01-28 20:12:09,-112.542,34.3289,2468.88,False,52.43,312.61,0.65
a1d8fd,,United States,2026-01-28 20:10:21,2026-01-28 20:10:27,-74.1863,40.6857,,True,0.9,227.81,
aa56b4,UAL1983 ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-86.6779,41.0054,7010.4,False,157.98,312.89,0.0
a665f1,N511JC  ,United States,2026-01-28 20:12:07,2026-01-28 20:12:09,-113.5083,36.4393,11285.22,False,272.16,68.14,0.33
80161a,,India,2026-01-28 20:12:08,2026-01-28 20:12:09,50.0393,23.2097,10675.62,False,299.65,99.19,0.0
ad5628,DAL2192 ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-87.1581,42.9072,5699.76,False,231.4,80.01,11.7
aa9f39,N78385  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-84.9596,33.9073,609.6,False,46.54,156.55,4.88
4952c4,TAP1863 ,Portugal,2026-01-28 20:12:10,2026-01-28 20:12:10,-25.4291,37.6567,1424.94,False,74.32,291.95,-3.9
ade19c,N994BD  ,United States,2026-01-28 20:12:06,2026-01-28 20:12:09,-84.9782,32.6116,495.3,False,77.27,126.34,-1.95
4952c7,TAP783  ,Portugal,2026-01-28 20:12:10,2026-01-28 20:12:10,-7.9417,49.1071,10972.8,False,206.74,234.21,0.0
ac83aa,N905VR  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-93.9472,42.7893,13106.4,False,204.61,293.41,0.0
4952c8,TAP56UG ,Portugal,2026-01-28 20:12:10,2026-01-28 20:12:10,-1.0132,44.6581,10972.8,False,225.24,26.74,-0.33
39de45,TVF8231 ,France,2026-01-28 20:12:10,2026-01-28 20:12:10,4.0324,47.3264,10005.06,False,232.08,327.86,-5.2
407a05,EZY53RW ,United Kingdom,2026-01-28 20:12:10,2026-01-28 20:12:10,-10.261,40.8997,10972.8,False,206.42,7.3,0.0
39de47,TVF82QL ,France,2026-01-28 20:12:10,2026-01-28 20:12:10,-1.179,44.3135,11574.78,False,225.48,25.98,0.0
a2ded8,SWA1463 ,United States,2026-01-28 20:08:05,2026-01-28 20:08:05,-106.614,35.0483,,True,4.89,250.31,
a3f2e7,N3534S  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:10,-123.012,44.8328,647.7,False,56.2,348.38,0.0
ab63d7,DAL1401 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-71.8354,41.5885,6187.44,False,236.94,65.77,-10.4
ad694c,SWA2449 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-120.1726,37.1889,9692.64,False,215.35,327.49,-10.08
801632,AKJ1141 ,India,2026-01-28 20:12:09,2026-01-28 20:12:10,73.5297,19.2789,3657.6,False,132.73,270.22,-1.3
a33b1e,AAL1933 ,United States,2026-01-28 20:12:07,2026-01-28 20:12:07,-111.9965,33.4321,,True,7.46,90.0,
c822e4,ANZ613  ,New Zealand,2026-01-28 20:10:07,2026-01-28 20:10:08,170.9402,-43.5315,10988.04,False,207.65,214.91,0.0
a46e35,DAL1515 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:10,-83.737,37.3331,10058.4,False,287.91,149.86,0.0
aa69e0,JRE770  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-97.6615,30.1839,,True,0.0,177.19,
7c6b18,JST456  ,Australia,2026-01-28 20:12:01,2026-01-28 20:12:05,151.1764,-33.9355,,True,1.29,104.06,
a34215,EDV4905 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:10,-74.9919,40.8154,7254.24,False,172.54,263.15,10.73
7c6b17,JST498  ,Australia,2026-01-28 20:12:10,2026-01-28 20:12:10,140.1643,-34.2939,8465.82,False,258.03,68.6,3.58
39de42,TVF26YV ,France,2026-01-28 20:12:09,2026-01-28 20:12:09,7.5546,49.8951,10980.42,False,229.84,262.54,0.0
39de41,TVF80FT ,France,2026-01-28 20:12:09,2026-01-28 20:12:09,-4.556,43.3973,10965.18,False,216.77,23.64,0.0
a5de4a,N4776E  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-81.9445,30.3296,1127.76,False,50.93,203.2,1.95
4952ad,TAP074  ,Portugal,2026-01-28 20:08:33,2026-01-28 20:08:37,-42.8345,-21.9921,6065.52,False,203.91,32.85,6.83
7c6b13,JST502  ,Australia,2026-01-28 20:12:09,2026-01-28 20:12:09,144.8392,-37.6644,,True,6.17,351.56,
a21b53,N235CP  ,United States,2026-01-28 20:12:06,2026-01-28 20:12:06,-85.7094,38.3679,441.96,False,50.66,9.94,2.6
c047cf,CGBFA   ,Canada,2026-01-28 20:12:10,2026-01-28 20:12:10,-79.8629,43.7456,579.12,False,62.04,84.29,-1.3
4952af,TAP089  ,Portugal,2026-01-28 20:12:09,2026-01-28 20:12:09,-36.8823,-8.5508,12192.0,False,231.0,210.22,0.33
ac2f83,SWA2607 ,United States,2026-01-28 20:12:06,2026-01-28 20:12:09,-121.9271,37.3665,,True,1.8,50.62,
44028c,EJU95FH ,Austria,2026-01-28 20:12:09,2026-01-28 20:12:09,12.4564,58.7346,10965.18,False,222.61,212.74,-0.33
adeca5,AAL2118 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-94.5684,31.4548,10675.62,False,264.24,95.81,0.0
acd3a4,CXK609  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-120.7242,37.7137,2011.68,False,60.27,140.19,-0.65
ae6309,BLZR299 ,United States,2026-01-28 20:12:07,2026-01-28 20:12:09,-97.8105,27.4998,0.0,False,83.86,359.65,8.13
ae1fe4,NUKED45 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-84.8883,31.3357,632.46,False,50.63,222.12,2.28
aad012,UAL837  ,United States,2026-01-28 20:09:21,2026-01-28 20:09:23,-129.303,44.3717,10363.2,False,229.71,321.82,0.0
adeca0,N99697  ,United States,2026-01-28 20:12:02,2026-01-28 20:12:08,-81.9114,27.7345,1135.38,False,36.97,68.79,0.0
4952b2,TAP243U ,Portugal,2026-01-28 20:12:09,2026-01-28 20:12:10,-87.4636,41.9875,2080.26,False,84.38,270.7,0.0
4acb02,NOZ549  ,Sweden,2026-01-28 20:12:08,2026-01-28 20:12:08,11.1185,60.1967,,True,9.77,331.88,
801685,AXB1290 ,India,2026-01-28 20:12:04,2026-01-28 20:12:04,73.4784,16.6926,7795.26,False,237.44,166.08,-6.83
a3feae,N3569D  ,United States,2026-01-28 20:12:08,2026-01-28 20:12:08,-90.8601,30.8908,2156.46,False,67.38,97.02,0.0
ad564b,N959CC  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-77.4402,38.6614,1158.24,False,111.64,0.53,-2.28
801689,AXB2967 ,India,2026-01-28 20:09:32,2026-01-28 20:09:32,77.6186,13.2077,1257.3,False,72.54,90.41,-3.58
ad3c1f,ASA516  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:10,-94.3654,36.8025,10668.0,False,272.52,125.55,0.33
4bc8c9,PGT450Z ,Turkey,2026-01-28 20:12:09,2026-01-28 20:12:09,28.1765,41.2862,8808.72,False,231.97,336.33,7.48
40814a,AUR611Y ,United Kingdom,2026-01-28 20:12:09,2026-01-28 20:12:10,-0.8773,50.8894,3649.98,False,132.31,221.37,0.0
a8e36a,N672CT  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-97.6668,31.079,1562.1,False,54.7,106.39,0.33
a7b057,DAL885  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-92.9756,38.9955,10058.4,False,284.84,122.69,0.0
e80259,LPE2087 ,Chile,2026-01-28 20:12:09,2026-01-28 20:12:09,-76.293,-7.0517,3230.88,False,139.87,353.24,-10.08
4bc8c3,PGT694  ,Turkey,2026-01-28 20:12:10,2026-01-28 20:12:10,31.2709,30.7309,9464.04,False,246.96,170.89,-0.33
4bc8c1,PGT389  ,Turkey,2026-01-28 20:12:09,2026-01-28 20:12:09,29.4405,41.3188,5920.74,False,168.24,57.23,-7.15
adffc4,COOL65  ,United States,2026-01-28 20:11:47,2026-01-28 20:11:47,-100.2647,29.7523,4160.52,False,192.51,226.62,0.65
ae1fd4,NUKED63 ,United States,2026-01-28 20:12:06,2026-01-28 20:12:09,-85.1869,31.9527,1036.32,False,42.95,263.81,3.25
aae356,N800RB  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-90.8341,30.1124,3215.64,False,153.47,104.36,-3.9
abf008,SWA3252 ,United States,2026-01-28 20:12:07,2026-01-28 20:12:07,-100.6717,39.8598,11887.2,False,258.11,86.92,0.0
4952a3,TAP029  ,Portugal,2026-01-28 20:08:39,2026-01-28 20:08:39,-15.5576,28.9104,11407.14,False,238.36,206.12,3.25
e4944f,TAM3425 ,Brazil,2026-01-28 20:09:41,2026-01-28 20:10:52,-36.533,-8.8187,9646.92,False,223.17,243.14,9.75
511172,MBU8KZ  ,Estonia,2026-01-28 20:11:50,2026-01-28 20:11:50,11.0857,49.4956,,True,0.0,8.44,
ab63f3,ERU833  ,United States,2026-01-28 20:12:08,2026-01-28 20:12:08,-81.0432,29.1816,-30.48,False,33.38,245.41,-4.88
e80268,ARE4101 ,Chile,2026-01-28 20:12:10,2026-01-28 20:12:10,-74.2444,4.7829,3093.72,False,103.61,126.93,-4.55
a127a0,N1737A  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-98.494,29.8781,609.6,False,53.98,202.41,2.6
ad563d,TYSON57 ,United States,2026-01-28 20:12:08,2026-01-28 20:12:08,-91.3105,33.1528,10408.92,False,253.14,210.26,-4.88
ae1fcb,SHADO33 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-84.7942,38.124,678.18,False,41.67,298.78,-0.33
abb3c3,N853PA  ,United States,2026-01-28 20:12:08,2026-01-28 20:12:08,-95.7861,29.3436,807.72,False,56.53,193.15,-0.98
a2d2f2,AAY3182 ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-88.7533,44.112,1546.86,False,138.96,72.77,-4.88
4bc8d2,PGT1934 ,Turkey,2026-01-28 20:12:09,2026-01-28 20:12:09,31.108,38.1897,10668.0,False,243.52,141.6,0.0
a4623a,N3816Q  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-79.1058,35.5664,297.18,False,40.72,153.76,3.25
3442cb,ANE73WK ,Spain,2026-01-28 20:12:08,2026-01-28 20:12:08,-5.8654,37.418,121.92,False,55.57,268.94,-2.93
adfff7,HELMET1 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:10,-89.2238,34.2393,5745.48,False,211.53,277.13,4.23
ae0cd5,ICY18   ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-149.6643,61.2616,365.76,False,15.96,91.85,1.95
ac234f,UAL1484 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-113.0448,35.3868,10652.76,False,264.14,62.64,0.33
a39bfa,UAL1074 ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-80.6209,43.0777,10363.2,False,208.96,268.31,-0.65
ad5679,DAL1687 ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-87.9065,36.6849,9448.8,False,280.87,118.68,0.0
471eff,WZZ4014 ,Hungary,2026-01-28 20:12:10,2026-01-28 20:12:10,20.7773,51.7781,2705.1,False,151.67,61.87,-3.9
a22275,CXK418  ,United States,2026-01-28 20:11:44,2026-01-28 20:11:44,-117.0316,33.2482,731.52,False,49.55,192.59,-0.33
a22273,N2369X  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-80.4393,26.5317,1257.3,False,58.93,16.22,1.3
a0db99,N1541U  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-98.0825,29.8958,1173.48,False,37.73,264.52,1.3
801667,AIC2608 ,India,2026-01-28 20:09:38,2026-01-28 20:10:19,73.0988,19.7548,10561.32,False,207.27,352.01,1.63
801666,AIC2206 ,India,2026-01-28 20:11:12,2026-01-28 20:11:12,77.0944,28.541,182.88,False,67.75,283.61,-3.58
00b230,SAA188  ,South Africa,2026-01-28 20:12:09,2026-01-28 20:12:09,29.2519,-25.2896,7368.54,False,215.33,49.65,6.5
a2d2e2,N281ND  ,United States,2026-01-28 20:12:07,2026-01-28 20:12:07,-72.0286,42.5625,914.4,False,59.16,241.43,-0.65
ad3006,N949QS  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-81.1015,28.3696,12496.8,False,208.36,347.89,0.0
ae631b,ROKT41  ,United States,2026-01-28 20:11:12,2026-01-28 20:11:12,-80.7902,24.3237,4389.12,False,59.51,304.79,0.65
44029f,AUA147  ,Austria,2026-01-28 20:12:09,2026-01-28 20:12:10,9.9419,47.7461,6484.62,False,202.0,264.74,-4.88
e8026e,LPE2234 ,Chile,2026-01-28 20:09:47,2026-01-28 20:10:04,-74.7232,-7.2613,10652.76,False,232.06,21.05,0.98
abfc71,SWA3594 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:10,-98.5154,33.2275,11887.2,False,259.2,138.78,0.0
a3a541,CXK491  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-75.7575,40.1996,1219.2,False,50.0,266.46,-1.95
ac70c9,N900SN  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-79.6368,27.1589,7200.9,False,185.28,196.12,-10.08
a1fb77,N227ES  ,United States,2026-01-28 20:12:08,2026-01-28 20:12:09,-84.4616,34.8838,2339.34,False,67.91,319.92,-0.33
a4ab11,N40JA   ,United States,2026-01-28 20:12:08,2026-01-28 20:12:08,-74.1331,39.9782,266.7,False,53.28,100.01,-0.98
e8026a,LPE2390 ,Chile,2026-01-28 20:12:07,2026-01-28 20:12:07,-74.9538,5.4644,11582.4,False,249.12,353.36,-0.33
aae377,SKW3773 ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-81.8056,42.2484,8221.98,False,238.24,91.24,6.18
a59530,SCW3920 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-84.2844,42.0997,3291.84,False,155.07,64.03,-4.23
a3fee7,N357B   ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-101.6316,34.3661,12489.18,False,264.76,97.7,0.0
a8f693,N677JT  ,United States,2026-01-28 20:08:33,2026-01-28 20:11:08,-82.6297,41.0054,876.3,False,94.84,331.49,0.0
408134,BAW664  ,United Kingdom,2026-01-28 20:12:09,2026-01-28 20:12:10,29.6657,35.9241,11285.22,False,261.27,108.36,0.65
a34e97,DAL1413 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-82.5266,28.3584,10675.62,False,219.67,180.0,0.33
ad4f81,KOW957  ,United States,2026-01-28 20:12:10,2026-01-28 20:12:10,-74.5429,40.6837,883.92,False,127.14,10.49,-0.33
a3689e,DAL1156 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:10,-97.2836,30.312,3337.56,False,179.45,77.08,11.05
a678d7,N516ML  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-75.9283,39.9213,998.22,False,67.91,139.92,-0.65
801672,AIC2811 ,India,2026-01-28 20:12:09,2026-01-28 20:12:09,73.5045,18.063,6431.28,False,148.48,310.64,-4.88
3442c2,ANE2496 ,Spain,2026-01-28 20:11:55,2026-01-28 20:11:55,2.6103,39.4959,1447.8,False,90.32,222.23,9.1
ad4f86,JSX201  ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-105.594,34.9959,11262.36,False,249.41,99.62,-0.33
ae13b7,GOAT11  ,United States,2026-01-28 20:10:00,2026-01-28 20:10:00,-98.2866,29.5291,,True,3.34,326.25,
a88075,JIA5591 ,United States,2026-01-28 20:11:08,2026-01-28 20:11:08,-97.0357,32.8878,,True,5.92,222.19,
a4c527,RPA4403 ,United States,2026-01-28 20:12:09,2026-01-28 20:12:09,-73.9964,40.6731,1173.48,False,131.97,41.21,0.33
e8027a,LAN542  ,Chile,2026-01-28 20:12:10,2026-01-28 20:12:10,-72.4762,4.5656,12184.38,False,264.67,331.94,0.0
a2cbdb,N28CG   ,United States,2026-01-28 20:11:45,2026-01-28 20:11:48,-77.4386,38.9442,,True,10.29,2.81,
